Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5
1.849592917,0,0,1,0,0,0
1.849762167,0,0,1,1,1,1
1.849791208,0,0,1,0,0,0
1.849960458,0,0,1,1,1,1
1.849989500,0,0,1,0,0,0
1.850158708,0,0,1,1,1,1
1.850187750,0,0,1,0,0,0
1.850357000,0,0,1,1,1,1
1.850386083,0,0,1,0,0,0
1.850555333,0,0,1,1,1,1
1.850584375,0,0,1,0,0,0
1.850753625,0,0,1,1,1,1
1.850782667,0,0,1,0,0,0
1.850951958,0,0,1,1,1,1
1.850981000,0,0,1,0,0,0
1.851150250,0,0,1,1,1,1
1.851179292,0,0,1,0,0,0
1.851348583,0,0,1,1,1,1
1.851377625,0,0,1,0,0,0
1.851546917,0,0,1,1,1,1
1.851575958,0,0,1,0,0,0
1.851745208,0,0,1,1,1,1
1.851774292,0,0,1,0,0,0
1.851943583,0,0,1,1,1,1
1.851972625,0,0,1,0,0,0
1.852142000,0,0,1,1,1,1
1.852171042,0,0,1,0,0,0
1.852340375,0,0,1,1,1,1
1.852369458,0,0,1,0,0,0
1.852538750,0,0,1,1,1,1
1.852567833,0,0,1,0,0,0
1.852737167,0,0,1,1,1,1
1.852766250,0,0,1,0,0,0
1.852935542,0,0,1,1,1,1
1.852964625,0,0,1,0,0,0
1.853133917,0,0,1,1,1,1
1.853162958,0,0,1,0,0,0
1.853332250,0,0,1,0,1,1
1.853332292,0,0,1,1,1,1
1.853361333,0,0,1,0,0,0
1.853530625,0,0,1,1,1,1
1.853559667,0,0,1,0,0,0
1.853729000,0,0,1,1,1,1
1.853758083,0,0,1,0,0,0
1.853927375,0,0,1,1,1,1
1.853956417,0,0,1,0,0,0
1.854125708,0,0,1,1,1,1
1.854154750,0,0,1,0,0,0
1.854323958,0,0,1,1,1,1
1.854353000,0,0,1,0,0,0
1.854522250,0,0,1,1,1,1
1.854551292,0,0,1,0,0,0
1.854720542,0,0,1,1,1,1
1.854749583,0,0,1,0,0,0
1.854918833,0,0,1,1,1,1
1.854947875,0,0,1,0,0,0
1.855117125,0,0,1,1,1,1
1.855146167,0,0,1,0,0,0
1.855315417,0,0,1,1,1,1
1.855344458,0,0,1,0,0,0
1.855513667,0,0,1,0,1,1
1.855513708,0,0,1,1,1,1
1.855542750,0,0,1,0,0,0
1.855711958,0,0,1,1,1,1
1.855741000,0,0,1,0,0,0
1.855910292,0,0,1,1,1,1
1.855939333,0,0,1,0,0,0
1.856108583,0,0,1,1,1,1
1.856137583,0,0,1,1,0,0
1.856137625,0,0,1,0,0,0
1.856306833,0,0,1,1,1,1
1.856335875,0,0,1,0,0,0
1.856505083,0,0,1,1,1,1
1.856534125,0,0,1,0,0,0
1.856703417,0,0,1,1,1,1
1.856732458,0,0,1,0,0,0
1.856901750,0,0,1,1,1,1
1.856930792,0,0,1,0,0,0
1.857100042,0,0,1,0,1,0
1.857100083,0,0,1,1,1,1
1.857129125,0,0,1,0,0,0
1.857298417,0,0,1,1,1,1
1.857327458,0,0,1,0,0,0
1.857496708,0,0,1,1,1,1
1.857525750,0,0,1,0,0,0
1.857695042,0,0,1,1,1,1
1.857724125,0,0,1,0,0,0
1.857893417,0,0,1,1,1,1
1.857922458,0,0,1,0,0,0
1.858091750,0,0,1,1,1,1
1.858120792,0,0,1,0,0,0
1.858290083,0,0,1,1,1,1
