Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5
0.000000000,0,0,1,1,1,1
0.000085333,1,1,0,0,0,0
0.000241125,1,1,0,1,1,1
0.000270167,1,1,0,0,0,0
0.000439458,1,1,0,1,1,1
0.000468542,1,1,0,0,0,0
0.000637833,1,1,0,1,1,1
0.000666875,1,1,0,0,0,0
0.000836167,1,1,0,1,1,1
0.000865208,1,1,0,0,0,0
0.001034500,1,1,0,1,1,1
0.001063542,1,1,0,0,0,0
0.001232875,1,1,0,1,1,1
0.001261917,1,1,0,0,0,0
0.001431250,1,1,0,1,1,1
0.001460292,1,1,0,0,0,0
0.001629583,1,1,0,1,1,1
0.001658625,1,1,0,1,0,1
0.001658667,1,1,0,0,0,0
0.001827917,1,1,0,1,1,1
0.001856958,1,1,0,0,0,0
0.002026250,1,1,0,1,1,1
0.002055292,1,1,0,0,0,0
0.002224542,1,1,0,1,1,1
0.002253583,1,1,0,0,0,0
0.002422833,1,1,0,1,1,1
0.002451917,1,1,0,0,0,0
0.002621167,1,1,0,1,1,1
0.002650208,1,1,0,0,0,0
0.002819458,1,1,0,1,1,1
0.002848500,1,1,0,0,0,0
0.003017750,1,1,0,1,1,1
0.003046792,1,1,0,0,0,0
0.003216042,1,1,0,1,1,1
0.003245083,1,1,0,0,0,0
0.003414375,1,1,0,1,1,1
0.003443458,1,1,0,0,0,0
0.003612708,1,1,0,1,1,1
0.003641792,1,1,0,0,0,0
0.003811083,1,1,0,1,1,1
0.003840125,1,1,0,0,0,0
0.004009375,1,1,0,1,1,1
0.004038417,1,1,0,0,0,0
0.004207667,1,1,0,1,1,1
0.004236708,1,1,0,0,0,0
0.004406042,1,1,0,1,1,1
0.004435083,1,1,0,0,0,0
0.004604375,1,1,0,1,1,1
0.004633417,1,1,0,0,0,0
0.004802708,1,1,0,1,1,1
0.004831750,1,1,0,0,0,0
0.005001042,1,1,0,1,1,1
0.005030083,1,1,0,0,0,0
0.005199375,1,1,0,1,1,1
0.005228417,1,1,0,0,0,0
0.005397708,1,1,0,1,1,1
0.005426750,1,1,0,0,0,0
0.005596042,1,1,0,1,1,1
0.005625083,1,1,0,0,0,0
0.005794375,1,1,0,1,1,1
0.005823417,1,1,0,0,0,0
0.005992708,1,1,0,1,1,1
0.006021792,1,1,0,0,0,0
0.006191083,1,1,0,1,1,1
0.006220125,1,1,0,0,0,0
0.006389417,1,1,0,1,1,1
0.006418458,1,1,0,0,0,0
0.006587750,1,1,0,1,1,1
0.006616833,1,1,0,0,0,0
0.006786125,1,1,0,1,1,1
0.006815167,1,1,0,0,0,0
0.006984458,1,1,0,1,1,1
0.007013542,1,1,0,0,0,0
0.007182833,1,1,0,1,1,1
0.007211875,1,1,0,0,0,0
0.007381208,1,1,0,1,1,1
0.007410250,1,1,0,0,0,0
0.007579542,1,1,0,1,1,1
0.007608583,1,1,0,0,0,0
0.007777875,1,1,0,1,1,1
0.007806917,1,1,0,0,0,0
0.007976167,1,1,0,1,1,1
0.008005208,1,1,0,0,0,0
0.008174458,1,1,0,1,1,1
0.008203500,1,1,0,0,0,0
0.008372750,1,1,0,1,1,1
0.008401792,1,1,0,0,0,0
0.008571042,1,1,0,1,1,1
0.008600083,1,1,0,0,0,0
0.008769292,1,1,0,1,1,1
0.008798333,1,1,0,0,0,0
0.008967542,1,1,0,1,1,1
0.008996583,1,1,0,0,0,0
0.009165833,1,1,0,1,1,1
0.009194875,1,1,0,0,0,0
0.009364083,1,1,0,1,1,1
0.009393125,1,1,0,0,0,0
0.009562375,1,1,0,1,1,1
0.009591417,1,1,0,0,0,0
0.009760708,1,1,0,1,1,1
0.009789708,1,1,0,0,0,0
0.009959000,1,1,0,1,1,1
0.009988042,1,1,0,0,0,0
0.010157375,1,1,0,1,1,1
0.010186417,1,1,0,0,0,0
0.010355750,1,1,0,1,1,1
0.010384792,1,1,0,0,0,0
0.010554167,1,1,0,1,1,1
0.010583250,1,1,0,0,0,0
0.010752583,1,1,0,1,1,1
0.010781667,1,1,0,0,0,0
0.010951000,1,1,0,1,1,1
0.010980083,1,1,0,0,0,0
0.011149375,1,1,0,1,1,1
0.011178417,1,1,0,0,0,0
0.011347792,1,1,0,1,1,1
0.011376833,1,1,0,0,0,0
0.011546167,1,1,0,1,1,1
0.011575208,1,1,0,0,0,0
0.011744542,1,1,0,1,1,1
0.011773583,1,1,0,0,0,0
0.011942875,1,1,0,1,1,1
0.011971917,1,1,0,0,0,0
0.012141208,1,1,0,1,1,1
0.012170250,1,1,0,0,0,0
0.012339542,1,1,0,1,1,1
0.012368583,1,1,0,0,0,0
0.012537875,1,1,0,1,1,1
0.012566917,1,1,0,0,0,0
0.012736208,1,1,0,1,1,1
0.012765250,1,1,0,0,0,0
0.012934542,1,1,0,1,1,1
0.012963583,1,1,0,0,0,0
0.013132875,1,1,0,1,1,1
0.013161917,1,1,0,0,0,0
0.013331208,1,1,0,1,1,1
0.013360292,1,1,0,0,0,0
0.013529583,1,1,0,1,1,1
0.013558625,1,1,0,0,0,0
0.013727917,1,1,0,1,1,1
0.013756958,1,1,0,0,0,0
0.013926250,1,1,0,1,1,1
0.013955292,1,1,0,0,0,0
0.014124583,1,1,0,1,1,1
0.014153625,1,1,0,0,0,0
0.014322917,1,1,0,1,1,1
0.014351958,1,1,0,0,0,0
0.014521292,1,1,0,1,1,1
0.014550333,1,1,0,0,0,0
0.014719583,1,1,0,1,1,1
0.014748625,1,1,0,0,0,0
0.014917875,1,1,0,1,1,1
